Tabella 1
abbaiare;saluta
scala;piede
calciare;lanciare
prendere;chiedere
ombrello;acqua
bagnato;dormito
rincorrere;prendere
arrampicarsi;girare
abbaiare;giocare
vetro;vetro
ombrello;pioggia
palla;finestra
rompere;venire
prendere;mettere
salvare;trascinare
sorellastre;donne
topolini;scoiattoli
fata;amante
fata;aspetta
fata;la
piovere;pioggia
bloccarsi;restare
figlie;sorelle
scomparire;spegnersi
lanciare;fare
uscire;partire
palla;palo
